,Unnamed: 0,State,City,Population,Total (Violent and Property),Murder/Manslaughter,Rape,Robbery,Assault,Total Violent,Burglary,Larceny/Theft,Vehicle Theft,Total Property,Arson,blue,adm1_code,population,geometry
45,47,Kentucky,Louisville Metro,684362,4769.99,15.93,25.57,193.76,411.77,647.03,821.64,2735.98,564.61,4122.23,0.73,Red,USA-3548,4339367,"POLYGON ((-81.972536 37.535952, -82.372589 37.238037, -82.684792 37.121094, -82.709132 37.040143, -82.815508 36.934826, -83.089083 36.815763, -83.178509 36.718379, -83.384362 36.656497, -83.673285 36.599859, -84.350091 36.567045, -85.231149 36.60991, -85.519012 36.597741, -86.092621 36.625775, -86.677882 36.633733, -87.216583 36.639004, -87.842049 36.61097, -87.874346 36.656497, -88.072784 36.654378, -88.069606 36.497204, -89.498356 36.506196, -89.273977 36.611512, -89.115227 36.694582, -89.13427 36.851756, -89.103057 36.952293, -89.141685 37.103627, -89.073963 37.200469, -88.807778 37.146493, -88.566475 37.053888, -88.435242 37.136442, -88.473871 37.354981, -88.247399 37.438594, -88.071725 37.511612, -88.15743 37.605819, -88.044207 37.744983, -88.05108 37.819604, -87.921424 37.793662, -87.911373 37.90425, -87.653662 37.826477, -87.43936 37.936005, -87.131394 37.783611, -87.055714 37.88097, -86.825522 37.976235, -86.61016 37.858749, -86.499573 37.969879, -86.325475 38.169376, -86.262507 38.046619, -86.059832 37.960887, -85.83969 38.258802, -85.698407 38.290015, -85.566632 38.461994, -85.425891 38.535038, -85.404187 38.72712, -85.167638 38.691127, -85.01155 38.779494, -84.843265 38.781096, -84.799883 38.855174, -84.881377 39.059425, -84.82368 39.106528, -84.481324 39.083248, -84.30459 38.986923, -84.038948 38.760994, -83.826738 38.690068, -83.672742 38.609117, -83.434617 38.637151, -83.258943 38.57948, -83.044641 38.634515, -82.855195 38.65144, -82.775278 38.511216, -82.58901 38.415433, -82.569967 38.320194, -82.580561 38.113281, -82.461499 37.957167, -82.413336 37.805315, -82.267299 37.675659, -82.167279 37.554478, -81.972536 37.535952))"
46,48,Louisiana,Baton Rouge,227403,6693.84,38.26,43.97,381.7,562.88,1026.81,1418.63,3739.62,435.79,5594.03,73.0,Red,USA-3535,4533372,"POLYGON ((-89.21767 29.29108, -89.408387 29.159771, -89.77928 29.30714, -90.15463 29.11743, -90.880225 29.148535, -91.626785 29.677, -92.49906 29.5523, -93.22637 29.78375, -93.84842 29.71363, -93.918474 29.821772, -93.816878 29.968352, -93.66712 30.100644, -93.664484 30.30014, -93.737503 30.366803, -93.650195 30.605471, -93.586168 30.71394, -93.489844 31.079602, -93.578236 31.216131, -93.69412 31.443662, -93.779309 31.675431, -93.834861 31.829944, -93.998908 31.94265, -94.059757 33.01212, -93.094028 33.010518, -92.001304 33.043875, -91.156239 33.010001, -91.084797 32.952847, -91.175799 32.808385, -91.03082 32.602532, -91.072084 32.478716, -90.942971 32.306736, -91.081618 32.204598, -91.128179 32.015695, -91.32132 31.85958, -91.411288 31.650032, -91.50229 31.408729, -91.624531 31.297082, -91.583784 31.04733, -90.701667 31.015575, -89.759219 31.013456, -89.787796 30.847291, -89.853941 30.683244, -89.790457 30.556791, -89.658682 30.440881, -89.623232 30.275258, -89.604706 30.176298, -89.413735 29.89419, -89.43 29.48864, -89.21767 29.29108))"
47,49,Louisiana,New Orleans,397447,5375.57,39.5,144.67,329.1,608.13,1121.41,560.83,3046.19,636.81,4243.84,10.32,Red,USA-3535,4533372,"POLYGON ((-89.21767 29.29108, -89.408387 29.159771, -89.77928 29.30714, -90.15463 29.11743, -90.880225 29.148535, -91.626785 29.677, -92.49906 29.5523, -93.22637 29.78375, -93.84842 29.71363, -93.918474 29.821772, -93.816878 29.968352, -93.66712 30.100644, -93.664484 30.30014, -93.737503 30.366803, -93.650195 30.605471, -93.586168 30.71394, -93.489844 31.079602, -93.578236 31.216131, -93.69412 31.443662, -93.779309 31.675431, -93.834861 31.829944, -93.998908 31.94265, -94.059757 33.01212, -93.094028 33.010518, -92.001304 33.043875, -91.156239 33.010001, -91.084797 32.952847, -91.175799 32.808385, -91.03082 32.602532, -91.072084 32.478716, -90.942971 32.306736, -91.081618 32.204598, -91.128179 32.015695, -91.32132 31.85958, -91.411288 31.650032, -91.50229 31.408729, -91.624531 31.297082, -91.583784 31.04733, -90.701667 31.015575, -89.759219 31.013456, -89.787796 30.847291, -89.853941 30.683244, -89.790457 30.556791, -89.658682 30.440881, -89.623232 30.275258, -89.604706 30.176298, -89.413735 29.89419, -89.43 29.48864, -89.21767 29.29108))"
48,50,Maryland,Baltimore,613217,6997.68,55.77,62.29,958.71,950.23,2027.01,1311.28,2773.57,843.26,4928.11,42.56,Blue,USA-3557,5773552,"POLYGON ((-75.048385 38.448765, -75.05673 38.40412, -75.377538 38.01538, -75.60985 38.000032, -75.72205 37.93705, -76.23287 38.319215, -76.35 39.15, -76.542725 38.717615, -76.32933 38.08326, -76.989895 38.239733, -77.048108 38.3805, -77.210579 38.337118, -77.343387 38.39161, -77.229622 38.614413, -77.059219 38.708594, -77.041235 38.789545, -76.911579 38.878454, -77.0386 38.982169, -77.119551 38.934006, -77.305818 39.045679, -77.516968 39.105985, -77.443407 39.213421, -77.576215 39.288558, -77.722796 39.322432, -77.801654 39.449944, -77.923352 39.592829, -78.232403 39.672204, -78.425001 39.596524, -78.534012 39.522446, -78.829291 39.56265, -78.963159 39.457902, -79.16108 39.418214, -79.332516 39.302847, -79.485995 39.213421, -79.477521 39.720883, -78.549903 39.719824, -78.232919 39.7214, -77.523299 39.725663, -76.668183 39.720883, -75.787642 39.723545, -75.714624 38.449307, -75.048385 38.448765))"
49,51,Massachusetts,Boston,682903,2758.22,8.35,42.47,205.59,412.8,669.2,308.83,1603.74,176.45,2089.02,24.661956521739135,Blue,USA-3513,6547629,"POLYGON ((-69.884799 41.922764, -69.965207 41.636994, -70.639895 41.475066, -71.120382 41.494651, -71.1479 41.647587, -71.305074 41.762412, -71.379152 42.02436, -71.800909 42.01325, -72.732222 42.035987, -73.497937 42.054513, -73.282033 42.743489, -72.45707 42.727082, -71.248979 42.718091, -71.145781 42.816508, -70.933598 42.884256, -70.815052 42.865187, -70.825103 42.334961, -70.494916 41.804735, -70.080058 41.779879, -70.184832 42.144999, -69.884799 41.922764))"
50,52,Michigan,Detroit,670792,6726.82,39.8,103.91,393.42,1519.55,2056.67,1231.08,2093.79,1215.73,4540.6,129.55,Blue,USA-3562,9883640,"POLYGON ((-90.395278 46.611677, -90.35559 46.673069, -90.298979 46.760919, -90.241825 46.848226, -90.185213 46.936076, -90.128059 47.0239, -90.071448 47.11175, -90.01481 47.1996, -89.957656 47.286907, -89.842831 47.464726, -89.728006 47.641976, -89.613698 47.819252, -89.522695 47.960535, -89.488885 48.015263, -89.272917 48.019808, -89.18561 48.047326, -88.378114 48.302918, -87.494396 47.961595, -87.208108 47.848372, -86.921846 47.735123, -86.672068 47.636162, -86.495335 47.566838, -86.428647 47.539838, -86.234447 47.459946, -86.040247 47.380054, -85.846563 47.300136, -85.652363 47.220219, -85.458163 47.13981, -85.263963 47.059893, -85.07028 46.980001, -84.87608 46.900083, -84.826858 46.766732, -84.779238 46.637102, -84.543749 46.538684, -84.543232 46.538684, -84.6049 46.4396, -84.3367 46.40877, -84.14212 46.512226, -84.128374 46.483649, -84.115144 46.370917, -84.091851 46.275419, -83.890765 46.116927, -83.763228 46.108969, -83.669048 46.122741, -83.616131 46.116927, -83.469551 45.994686, -83.592851 45.816894, -83.397049 45.729044, -83.179052 45.632719, -82.919223 45.51792, -82.760473 45.44751, -82.550925 45.347517, -82.515475 45.204114, -82.485296 45.083993, -82.446667 44.915708, -82.407523 44.743729, -82.368352 44.572809, -82.326546 44.391296, -82.281044 44.192342, -82.24084 44.015608, -82.196373 43.822442, -82.137642 43.571088, -82.190559 43.474272, -82.417031 43.017607, -82.429743 42.980038, -82.90018 42.430227, -83.119779 42.079912, -83.128771 42.068802, -83.142 41.975681, -83.462678 41.694148, -83.839967 41.685156, -84.295056 41.685156, -84.806756 41.677741, -84.807299 41.756056, -85.748146 41.751302, -86.824462 41.756056, -86.824462 41.760836, -86.918126 41.760836, -87.221337 41.760836, -87.175836 41.9439, -87.130335 42.127015, -87.084808 42.309562, -87.039307 42.492652, -87.079537 42.782118, -87.113928 43.030294, -87.155191 43.326632, -87.14514 43.571088, -87.141962 43.657878, -87.083232 43.89019, -87.032434 44.091288, -86.918668 44.361685, -86.822344 44.591335, -86.714934 44.84641, -86.536082 45.04167, -86.401672 45.133214, -86.2646 45.226878, -86.481563 45.323177, -86.774207 45.452291, -86.942465 45.452291, -87.115504 45.452291, -87.244617 45.289846, -87.419775 45.184012, -87.459462 45.068128, -87.612915 45.110451, -87.613975 45.108875, -87.747326 45.226878, -87.673248 45.387747, -87.893389 45.396713, -87.847888 45.559183, -87.787013 45.639618, -87.875406 45.779842, -88.111929 45.843352, -88.166964 46.007916, -88.361707 46.020628, -88.644274 46.022204, -89.22106 46.202116, -90.096304 46.380994, -90.176738 46.560879, -90.333912 46.593694, -90.334971 46.596872, -90.39688 46.576253, -90.410626 46.584185, -90.395278 46.611677))"
51,53,Minnesota,Minneapolis,418971,5768.18,10.02,122.68,434.16,534.4,1101.27,897.91,3173.49,569.97,4641.37,25.54,Blue,USA-3514,5303925,"POLYGON ((-89.599409 48.010274, -89.488885 48.013439, -89.522695 47.960535, -89.613698 47.819252, -89.728006 47.641976, -89.842831 47.464726, -89.957656 47.286907, -90.131754 47.292747, -90.305852 47.298018, -90.47995 47.303857, -90.654048 47.309128, -90.857782 47.212829, -91.060974 47.117047, -91.264708 47.021265, -91.468442 46.924966, -91.592259 46.87626, -91.716618 46.827607, -91.840978 46.778385, -91.964794 46.729706, -92.011898 46.711723, -92.274879 46.656145, -92.264828 46.095223, -92.296583 46.096282, -92.5437 45.985695, -92.756968 45.889912, -92.899828 45.705763, -92.689221 45.518436, -92.765417 45.267082, -92.766477 44.996143, -92.796656 44.776027, -92.505072 44.58392, -92.385492 44.574928, -92.062153 44.432585, -91.949989 44.364838, -91.879606 44.257428, -91.627709 44.085449, -91.28959 43.937293, -91.257292 43.854739, -91.254657 43.613979, -91.228199 43.501247, -92.540005 43.519773, -94.001027 43.513417, -95.359936 43.500187, -96.45266 43.501789, -96.439431 44.435763, -96.560612 45.393018, -96.735769 45.470817, -96.834704 45.625329, -96.780728 45.760799, -96.556891 45.872446, -96.539451 46.017967, -96.538908 46.19948, -96.601359 46.351357, -96.685488 46.513285, -96.733651 46.716477, -96.74582 46.944525, -96.779694 46.999044, -96.820415 47.292204, -96.824653 47.426614, -96.844238 47.546194, -96.893977 47.748869, -97.015158 47.954205, -97.131042 48.137295, -97.148509 48.318782, -97.161221 48.514584, -97.127348 48.642122, -97.120475 48.758523, -97.214138 48.902442, -97.228943 49.000885, -95.158837 48.999826, -95.156202 49.384014, -94.81754 49.389285, -94.640264 48.840017, -94.32912 48.670673, -93.63061 48.609281, -92.609846 48.450015, -91.639879 48.13993, -90.830264 48.270103, -89.599952 48.010274, -89.599409 48.010274))"
52,54,Minnesota,St. Paul,306696,4262.86,7.17,70.75,227.26,345.62,650.81,741.45,2144.47,679.5,3565.42,46.63,Blue,USA-3514,5303925,"POLYGON ((-89.599409 48.010274, -89.488885 48.013439, -89.522695 47.960535, -89.613698 47.819252, -89.728006 47.641976, -89.842831 47.464726, -89.957656 47.286907, -90.131754 47.292747, -90.305852 47.298018, -90.47995 47.303857, -90.654048 47.309128, -90.857782 47.212829, -91.060974 47.117047, -91.264708 47.021265, -91.468442 46.924966, -91.592259 46.87626, -91.716618 46.827607, -91.840978 46.778385, -91.964794 46.729706, -92.011898 46.711723, -92.274879 46.656145, -92.264828 46.095223, -92.296583 46.096282, -92.5437 45.985695, -92.756968 45.889912, -92.899828 45.705763, -92.689221 45.518436, -92.765417 45.267082, -92.766477 44.996143, -92.796656 44.776027, -92.505072 44.58392, -92.385492 44.574928, -92.062153 44.432585, -91.949989 44.364838, -91.879606 44.257428, -91.627709 44.085449, -91.28959 43.937293, -91.257292 43.854739, -91.254657 43.613979, -91.228199 43.501247, -92.540005 43.519773, -94.001027 43.513417, -95.359936 43.500187, -96.45266 43.501789, -96.439431 44.435763, -96.560612 45.393018, -96.735769 45.470817, -96.834704 45.625329, -96.780728 45.760799, -96.556891 45.872446, -96.539451 46.017967, -96.538908 46.19948, -96.601359 46.351357, -96.685488 46.513285, -96.733651 46.716477, -96.74582 46.944525, -96.779694 46.999044, -96.820415 47.292204, -96.824653 47.426614, -96.844238 47.546194, -96.893977 47.748869, -97.015158 47.954205, -97.131042 48.137295, -97.148509 48.318782, -97.161221 48.514584, -97.127348 48.642122, -97.120475 48.758523, -97.214138 48.902442, -97.228943 49.000885, -95.158837 48.999826, -95.156202 49.384014, -94.81754 49.389285, -94.640264 48.840017, -94.32912 48.670673, -93.63061 48.609281, -92.609846 48.450015, -91.639879 48.13993, -90.830264 48.270103, -89.599952 48.010274, -89.599409 48.010274))"
53,55,Missouri,Kansas City,484948,6309.55,30.93,91.76,383.13,1218.48,1724.31,960.52,2670.39,912.88,4543.79,41.45,Red,USA-3531,5988927,"POLYGON ((-94.617501 36.999912, -94.622798 36.999912, -94.615382 38.068839, -94.604814 39.139859, -94.867796 39.234582, -94.991096 39.444673, -95.067292 39.539912, -94.926552 39.725121, -94.955103 39.870125, -95.085302 39.868006, -95.322884 40.001357, -95.45254 40.215143, -95.608112 40.343171, -95.776371 40.501404, -95.796499 40.583957, -94.898491 40.58344, -94.002086 40.585017, -92.851665 40.592432, -91.758425 40.61411, -91.567403 40.452208, -91.430331 40.368596, -91.517638 40.119877, -91.428212 39.820903, -91.262589 39.61505, -91.071567 39.44519, -90.841375 39.310779, -90.749287 39.265278, -90.665701 39.074773, -90.64981 38.907548, -90.535528 38.865768, -90.346599 38.930311, -90.156094 38.769443, -90.212731 38.584777, -90.305335 38.439256, -90.369879 38.263556, -90.228079 38.113281, -90.030158 37.971998, -89.916909 37.968277, -89.654987 37.748678, -89.553908 37.719042, -89.479287 37.477222, -89.516339 37.326921, -89.388285 37.081406, -89.280333 37.107348, -89.103057 36.952293, -89.13427 36.851756, -89.115227 36.694582, -89.273977 36.611512, -89.498356 36.506196, -89.524272 36.409354, -89.585121 36.267011, -89.662919 36.023073, -90.315386 36.023073, -90.253995 36.12255, -90.141805 36.230502, -90.029099 36.337937, -90.112194 36.461754, -91.251479 36.523146, -92.307177 36.523662, -93.412587 36.526298, -94.628611 36.540586, -94.617501 36.999912))"
54,56,Missouri,St. Louis,310284,8188.31,66.07,93.14,626.52,1296.55,2082.29,1011.33,4155.55,874.36,6041.24,64.78,Red,USA-3531,5988927,"POLYGON ((-94.617501 36.999912, -94.622798 36.999912, -94.615382 38.068839, -94.604814 39.139859, -94.867796 39.234582, -94.991096 39.444673, -95.067292 39.539912, -94.926552 39.725121, -94.955103 39.870125, -95.085302 39.868006, -95.322884 40.001357, -95.45254 40.215143, -95.608112 40.343171, -95.776371 40.501404, -95.796499 40.583957, -94.898491 40.58344, -94.002086 40.585017, -92.851665 40.592432, -91.758425 40.61411, -91.567403 40.452208, -91.430331 40.368596, -91.517638 40.119877, -91.428212 39.820903, -91.262589 39.61505, -91.071567 39.44519, -90.841375 39.310779, -90.749287 39.265278, -90.665701 39.074773, -90.64981 38.907548, -90.535528 38.865768, -90.346599 38.930311, -90.156094 38.769443, -90.212731 38.584777, -90.305335 38.439256, -90.369879 38.263556, -90.228079 38.113281, -90.030158 37.971998, -89.916909 37.968277, -89.654987 37.748678, -89.553908 37.719042, -89.479287 37.477222, -89.516339 37.326921, -89.388285 37.081406, -89.280333 37.107348, -89.103057 36.952293, -89.13427 36.851756, -89.115227 36.694582, -89.273977 36.611512, -89.498356 36.506196, -89.524272 36.409354, -89.585121 36.267011, -89.662919 36.023073, -90.315386 36.023073, -90.253995 36.12255, -90.141805 36.230502, -90.029099 36.337937, -90.112194 36.461754, -91.251479 36.523146, -92.307177 36.523662, -93.412587 36.526298, -94.628611 36.540586, -94.617501 36.999912))"
55,57,Nebraska,Omaha,449388,4527.49,6.9,91.24,139.08,410.11,647.32,464.63,2636.7,778.84,3880.17,24.661956521739135,Red,USA-3532,1826341,"POLYGON ((-95.45254 40.215143, -95.322884 40.001357, -96.699777 40.001357, -99.000076 40.000815, -100.300229 40.000815, -102.048055 40.000815, -102.050174 40.000815, -102.050174 40.033086, -102.048055 41.004112, -104.045142 41.004112, -104.052558 43.00014, -102.099912 43.00014, -100.599745 43.00014, -98.594183 43.00014, -98.335956 42.873662, -97.968201 42.794287, -97.881927 42.839789, -97.644344 42.836094, -97.287157 42.846145, -97.028387 42.717548, -96.75427 42.633961, -96.708768 42.550866, -96.623037 42.502729, -96.455296 42.488957, -96.410311 42.38948, -96.346827 42.224374, -96.348945 42.141821, -96.167432 41.953434, -96.104464 41.787811, -96.097049 41.556559, -96.025089 41.524287, -95.958427 41.404708, -95.855746 41.116302, -95.834067 40.943806, -95.862102 40.764928, -95.796499 40.583957, -95.776371 40.501404, -95.608112 40.343171, -95.45254 40.215143))"
56,58,Nevada,Henderson,299285,2025.17,3.34,28.74,80.19,72.84,185.11,363.87,1254.99,214.18,1833.04,7.02,Blue,USA-3523,2700551,"POLYGON ((-114.030528 36.994099, -114.023629 36.189755, -114.066495 36.156424, -114.13264 36.004004, -114.269169 36.043692, -114.460734 36.114618, -114.671341 36.114618, -114.739606 35.991318, -114.65018 35.854272, -114.650697 35.63891, -114.630052 35.445227, -114.580856 35.249425, -114.642222 35.053106, -116.32075 36.322047, -118.11462 37.644421, -120.000035 38.995398, -119.998976 41.992605, -117.028252 41.997359, -117.028252 42.000021, -114.034223 41.993122, -114.030528 36.994099))"
57,59,Nevada,Las Vegas,627244,3567.87,12.6,79.64,211.15,315.5,618.9,805.17,1635.16,503.06,2943.38,5.59,Blue,USA-3523,2700551,"POLYGON ((-114.030528 36.994099, -114.023629 36.189755, -114.066495 36.156424, -114.13264 36.004004, -114.269169 36.043692, -114.460734 36.114618, -114.671341 36.114618, -114.739606 35.991318, -114.65018 35.854272, -114.650697 35.63891, -114.630052 35.445227, -114.580856 35.249425, -114.642222 35.053106, -116.32075 36.322047, -118.11462 37.644421, -120.000035 38.995398, -119.998976 41.992605, -117.028252 41.997359, -117.028252 42.000021, -114.034223 41.993122, -114.030528 36.994099))"
58,60,Nevada,Paradise,242537,3405.26,9.07,47.83,232.95,724.84,1014.69,804.0,1037.37,544.66,2386.03,4.54,Blue,USA-3523,2700551,"POLYGON ((-114.030528 36.994099, -114.023629 36.189755, -114.066495 36.156424, -114.13264 36.004004, -114.269169 36.043692, -114.460734 36.114618, -114.671341 36.114618, -114.739606 35.991318, -114.65018 35.854272, -114.650697 35.63891, -114.630052 35.445227, -114.580856 35.249425, -114.642222 35.053106, -116.32075 36.322047, -118.11462 37.644421, -120.000035 38.995398, -119.998976 41.992605, -117.028252 41.997359, -117.028252 42.000021, -114.034223 41.993122, -114.030528 36.994099))"
59,61,Nevada,Reno,248531,3766.53,7.64,57.14,153.7,455.07,673.56,541.98,1967.56,576.19,3085.73,7.24,Blue,USA-3523,2700551,"POLYGON ((-114.030528 36.994099, -114.023629 36.189755, -114.066495 36.156424, -114.13264 36.004004, -114.269169 36.043692, -114.460734 36.114618, -114.671341 36.114618, -114.739606 35.991318, -114.65018 35.854272, -114.650697 35.63891, -114.630052 35.445227, -114.580856 35.249425, -114.642222 35.053106, -116.32075 36.322047, -118.11462 37.644421, -120.000035 38.995398, -119.998976 41.992605, -117.028252 41.997359, -117.028252 42.000021, -114.034223 41.993122, -114.030528 36.994099))"
60,62,New Jersey,Jersey City,267906,2330.67,7.84,45.91,199.32,256.43,509.51,417.68,1206.02,183.27,1806.98,14.18,Blue,USA-3558,8791894,"POLYGON ((-73.912796 40.960187, -73.952325 40.75075, -74.256754 40.47337, -73.96244 40.42763, -74.178438 39.709256, -74.906042 38.939303, -74.980663 39.196497, -75.200262 39.248354, -75.527813 39.498649, -75.554272 39.691247, -75.405573 39.795504, -75.200805 39.887049, -75.12882 39.9495, -74.891754 40.081791, -74.763183 40.190777, -75.078022 40.449547, -75.095488 40.55538, -75.203957 40.586619, -75.199203 40.747461, -75.082259 40.869702, -75.135718 40.999875, -74.975909 41.087725, -74.801268 41.311561, -74.679028 41.355486, -73.912796 40.960187))"
61,63,New Jersey,Newark,283673,3316.84,27.14,40.89,377.19,451.22,896.45,423.73,1128.06,843.22,2395.01,25.38,Blue,USA-3558,8791894,"POLYGON ((-73.912796 40.960187, -73.952325 40.75075, -74.256754 40.47337, -73.96244 40.42763, -74.178438 39.709256, -74.906042 38.939303, -74.980663 39.196497, -75.200262 39.248354, -75.527813 39.498649, -75.554272 39.691247, -75.405573 39.795504, -75.200805 39.887049, -75.12882 39.9495, -74.891754 40.081791, -74.763183 40.190777, -75.078022 40.449547, -75.095488 40.55538, -75.203957 40.586619, -75.199203 40.747461, -75.082259 40.869702, -75.135718 40.999875, -74.975909 41.087725, -74.801268 41.311561, -74.679028 41.355486, -73.912796 40.960187))"
62,64,New Mexico,Albuquerque,561375,8734.98,12.47,84.26,521.93,750.48,1369.14,1246.23,4750.84,1368.78,7365.84,24.661956521739135,Blue,USA-3524,2059179,"POLYGON ((-103.001614 33.879948, -103.001614 31.999287, -103.929775 31.999287, -105.730001 31.999287, -106.630127 31.999287, -106.619533 31.914099, -106.507344 31.754289, -108.24 31.754854, -108.241966 31.342067, -109.043673 31.341899, -109.045225 36.999912, -107.479971 36.999912, -105.899861 36.997277, -104.200198 36.996192, -103.003216 36.995158, -103.001614 36.499323, -103.001614 33.879948))"
63,65,New York,Buffalo,256169,4930.34,15.61,55.43,334.54,613.66,1019.25,919.71,2591.26,325.18,3836.14,74.95,Blue,USA-3559,19378102,"POLYGON ((-74.679028 41.355486, -74.840439 41.426386, -75.010816 41.49571, -75.075386 41.641231, -75.048928 41.751302, -75.16799 41.841787, -75.385471 41.998961, -76.743837 42.000537, -78.200648 42.000021, -79.760087 42.000021, -79.760087 42.500068, -79.773257 42.546894, -78.939362 42.863611, -78.919777 42.965207, -79.01 43.27, -79.171674 43.466339, -79.00233 43.527188, -78.845699 43.583283, -78.72028 43.625089, -76.820034 43.628784, -76.69676 43.784899, -76.586147 43.924063, -76.5 44.018459, -76.375 44.09631, -75.318265 44.816231, -74.866898 45.00038, -73.347662 45.007253, -73.368281 44.804604, -73.407969 44.676007, -73.384172 44.379152, -73.329136 44.226732, -73.429673 44.019846, -73.338128 43.75844, -73.401638 43.613436, -73.383112 43.575351, -73.23971 43.567935, -73.282033 42.743489, -73.497937 42.054513, -73.553489 41.289857, -73.475174 41.204669, -73.69268 41.10731, -73.656687 40.98507, -73.647887 40.954769, -73.71 40.931102, -72.241166 41.11948, -71.944828 40.930034, -73.345001 40.630001, -73.98212 40.627882, -73.952325 40.75075, -73.912796 40.960187, -74.679028 41.355486))"
64,66,New York,New York,8804190,1987.49,3.39,27.56,162.42,345.52,538.9,128.87,1253.15,66.56,1448.59,24.661956521739135,Blue,USA-3559,19378102,"POLYGON ((-74.679028 41.355486, -74.840439 41.426386, -75.010816 41.49571, -75.075386 41.641231, -75.048928 41.751302, -75.16799 41.841787, -75.385471 41.998961, -76.743837 42.000537, -78.200648 42.000021, -79.760087 42.000021, -79.760087 42.500068, -79.773257 42.546894, -78.939362 42.863611, -78.919777 42.965207, -79.01 43.27, -79.171674 43.466339, -79.00233 43.527188, -78.845699 43.583283, -78.72028 43.625089, -76.820034 43.628784, -76.69676 43.784899, -76.586147 43.924063, -76.5 44.018459, -76.375 44.09631, -75.318265 44.816231, -74.866898 45.00038, -73.347662 45.007253, -73.368281 44.804604, -73.407969 44.676007, -73.384172 44.379152, -73.329136 44.226732, -73.429673 44.019846, -73.338128 43.75844, -73.401638 43.613436, -73.383112 43.575351, -73.23971 43.567935, -73.282033 42.743489, -73.497937 42.054513, -73.553489 41.289857, -73.475174 41.204669, -73.69268 41.10731, -73.656687 40.98507, -73.647887 40.954769, -73.71 40.931102, -72.241166 41.11948, -71.944828 40.930034, -73.345001 40.630001, -73.98212 40.627882, -73.952325 40.75075, -73.912796 40.960187, -74.679028 41.355486))"
65,70,Ohio,Cincinnati,309317,5997.0,23.4,97.62,399.84,426.26,947.12,1152.73,3400.69,496.46,5049.88,24.661956521739135,Red,USA-3550,11536504,"POLYGON ((-82.210661 38.57948, -82.340834 38.440832, -82.58901 38.415433, -82.775278 38.511216, -82.855195 38.65144, -83.044641 38.634515, -83.258943 38.57948, -83.434617 38.637151, -83.672742 38.609117, -83.826738 38.690068, -84.038948 38.760994, -84.30459 38.986923, -84.481324 39.083248, -84.82368 39.106528, -84.817866 39.799742, -84.809934 40.77286, -84.806756 41.677741, -84.295056 41.685156, -83.839967 41.685156, -83.462678 41.694148, -83.142 41.975681, -83.121898 41.949739, -83.02981 41.832796, -82.866306 41.752878, -82.690089 41.675105, -82.439278 41.675105, -82.213323 41.77882, -81.974138 41.88889, -81.76087 41.986791, -81.507397 42.103735, -81.277747 42.209026, -81.027969 42.247137, -80.682434 42.299511, -80.520506 42.324394, -80.516268 42.32491, -80.516268 42.324394, -80.51893 40.641111, -80.657552 40.59083, -80.615229 40.463835, -80.661789 40.233643, -80.764987 39.973297, -80.861829 39.757393, -80.878753 39.654221, -81.150752 39.426147, -81.266094 39.377442, -81.401047 39.349407, -81.522228 39.371628, -81.745005 39.199649, -81.785752 39.019221, -81.816964 38.921836, -81.905874 38.882149, -81.91856 38.993796, -82.05403 39.018161, -82.194797 38.801198, -82.210661 38.57948))"
66,71,Ohio,Cleveland,372624,6538.45,27.77,128.97,699.88,700.14,1556.76,1518.87,2516.15,881.01,4916.04,65.65,Red,USA-3550,11536504,"POLYGON ((-82.210661 38.57948, -82.340834 38.440832, -82.58901 38.415433, -82.775278 38.511216, -82.855195 38.65144, -83.044641 38.634515, -83.258943 38.57948, -83.434617 38.637151, -83.672742 38.609117, -83.826738 38.690068, -84.038948 38.760994, -84.30459 38.986923, -84.481324 39.083248, -84.82368 39.106528, -84.817866 39.799742, -84.809934 40.77286, -84.806756 41.677741, -84.295056 41.685156, -83.839967 41.685156, -83.462678 41.694148, -83.142 41.975681, -83.121898 41.949739, -83.02981 41.832796, -82.866306 41.752878, -82.690089 41.675105, -82.439278 41.675105, -82.213323 41.77882, -81.974138 41.88889, -81.76087 41.986791, -81.507397 42.103735, -81.277747 42.209026, -81.027969 42.247137, -80.682434 42.299511, -80.520506 42.324394, -80.516268 42.32491, -80.516268 42.324394, -80.51893 40.641111, -80.657552 40.59083, -80.615229 40.463835, -80.661789 40.233643, -80.764987 39.973297, -80.861829 39.757393, -80.878753 39.654221, -81.150752 39.426147, -81.266094 39.377442, -81.401047 39.349407, -81.522228 39.371628, -81.745005 39.199649, -81.785752 39.019221, -81.816964 38.921836, -81.905874 38.882149, -81.91856 38.993796, -82.05403 39.018161, -82.194797 38.801198, -82.210661 38.57948))"
